Resume ID,Skills,Years of Experience,Education,Certifications,Projects,Job Role
653,"Python, Data Preprocessing, PyTorch, Machine Learning, NLP, Computer Vision",8,B.Tech CSE,DevOps Foundation,"Chatbot Development, Object Detection System",AI/ML Engineer
654,"UML, Power BI, Requirement Gathering, Data Analysis, Tableau, Excel",10,B.E. Information Technology,Certified Ethical Hacker,"Product Requirement Doc, Market Research Analysis",Business Analyst
655,"Risk Assessment, Penetration Testing, SIEM, Network Security, Firewalls, Cryptography",8,B.Sc Computer Science,"Tableau Desktop Specialist, Certified Ethical Hacker",Vulnerability Assessment,Cybersecurity Analyst
656,"MySQL, Database Tuning, Data Modeling, Security, Oracle, Backup and Recovery, SQL",5,B.Tech CSE,Microsoft Azure Fundamentals,Database Optimization,Database Administrator
657,"Express, HTML, Node.js, React, CSS, MongoDB, JavaScript",2,B.E. Information Technology,Scrum Master,E-commerce Frontend,Web Developer
658,"Linux, Ansible, Docker, Monitoring Tools, Kubernetes, CI/CD, AWS",4,B.E. Information Technology,"Certified Ethical Hacker, Microsoft Azure Fundamentals","CI/CD Pipeline Setup, Kubernetes Cluster Deployment",DevOps Engineer
659,"Network Security, Firewalls, Python, Risk Assessment, Incident Response, SIEM, Penetration Testing",3,MCA,Tableau Desktop Specialist,"Firewall Configuration, Vulnerability Assessment",Cybersecurity Analyst
660,"Firewalls, Risk Assessment, SIEM, Penetration Testing, Cryptography, Incident Response, Network Security, Python",10,M.Tech IT,Oracle SQL Expert,Vulnerability Assessment,Cybersecurity Analyst
661,"Swift, UI/UX Design, Java, React Native, Android, iOS, Flutter, Kotlin",10,B.Sc Computer Science,React Certification,"Fitness Tracker, ToDo App",Mobile App Developer
662,"Deep Learning, Machine Learning, Python, NLP, TensorFlow",9,M.Tech IT,"DevOps Foundation, Tableau Desktop Specialist",Object Detection System,AI/ML Engineer
663,"Terraform, Kubernetes, Google Cloud, AWS, Linux, Cloud Security",7,B.Sc Computer Science,Microsoft Azure Fundamentals,Cloud Cost Optimization,Cloud Engineer
664,"CSS, MongoDB, Node.js, JavaScript, Express",6,MCA,"Tableau Desktop Specialist, Google Data Analytics, TensorFlow Developer Certificate","E-commerce Frontend, Portfolio Website",Web Developer
665,"Python, Computer Vision, NLP, TensorFlow, Data Preprocessing",5,B.Sc Computer Science,"AWS Certified Solutions Architect, React Certification, TensorFlow Developer Certificate",Image Classification,AI/ML Engineer
666,"Python, Scikit-learn, Machine Learning, Pandas, Statistics",9,B.Tech CSE,Oracle SQL Expert,Sentiment Analysis,Data Scientist
667,"Azure, Docker, AWS, Google Cloud, Linux",4,M.Tech IT,"TensorFlow Developer Certificate, Scrum Master, Tableau Desktop Specialist",Cloud Cost Optimization,Cloud Engineer
668,"CSS, MongoDB, Node.js, Responsive Design, JavaScript",8,B.Tech CSE,Microsoft Azure Fundamentals,"Portfolio Website, Blog CMS",Web Developer
669,"Oracle, Data Modeling, NoSQL, SQL, MySQL, Backup and Recovery",3,B.Tech CSE,"React Certification, AWS Certified Solutions Architect","Data Backup System, Database Optimization",Database Administrator
670,"Data Preprocessing, Computer Vision, Deep Learning, NLP, Machine Learning, TensorFlow, Python, PyTorch",0,M.Tech IT,"TensorFlow Developer Certificate, Microsoft Azure Fundamentals, Certified Ethical Hacker","Chatbot Development, Image Classification",AI/ML Engineer
671,"UML, Stakeholder Communication, Excel, Requirement Gathering, Data Analysis",10,MCA,DevOps Foundation,"Market Research Analysis, Sales Dashboard",Business Analyst
672,"SQL, Python, R, Data Visualization, Scikit-learn, Statistics, Machine Learning, Pandas",4,B.E. Information Technology,Google Data Analytics,Customer Segmentation,Data Scientist
673,"Machine Learning, R, Statistics, Pandas, Data Visualization, Python, Scikit-learn, SQL",4,B.Sc Computer Science,"Oracle SQL Expert, Scrum Master",Sales Forecasting,Data Scientist
674,"Risk Assessment, SIEM, Cryptography, Incident Response, Firewalls",8,B.E. Information Technology,"Microsoft Azure Fundamentals, DevOps Foundation","Vulnerability Assessment, Security Audit",Cybersecurity Analyst
675,"Computer Vision, NLP, Python, Deep Learning, Machine Learning, TensorFlow, PyTorch",10,B.Sc Computer Science,TensorFlow Developer Certificate,Image Classification,AI/ML Engineer
676,"Java, SQL, System Design, Git, C++",6,B.Sc Computer Science,Oracle SQL Expert,Library Management System,Software Engineer
677,"SQL, Machine Learning, Pandas, Scikit-learn, Statistics, Python",0,B.E. Information Technology,"AWS Certified Solutions Architect, Oracle SQL Expert","Sales Forecasting, Sentiment Analysis",Data Scientist
678,"Terraform, Google Cloud, Kubernetes, AWS, Docker, Azure, Cloud Security, Linux",0,MCA,"Tableau Desktop Specialist, TensorFlow Developer Certificate, Oracle SQL Expert",Multi-cloud Deployment,Cloud Engineer
679,"Tableau, Requirement Gathering, Excel, UML, Power BI",6,B.Tech CSE,"React Certification, Certified Ethical Hacker, Oracle SQL Expert",Product Requirement Doc,Business Analyst
680,"System Design, Data Structures, SQL, Java, C++, Git, Python",7,M.Tech IT,"Microsoft Azure Fundamentals, React Certification, AWS Certified Solutions Architect","E-commerce Backend, REST API Development",Software Engineer
681,"PyTorch, Python, Deep Learning, Machine Learning, Data Preprocessing",6,MCA,"React Certification, TensorFlow Developer Certificate","Chatbot Development, Object Detection System",AI/ML Engineer
682,"Machine Learning, SQL, Data Visualization, R, Statistics, Scikit-learn, Python",7,M.Tech IT,"Scrum Master, Oracle SQL Expert, Google Data Analytics",Sales Forecasting,Data Scientist
683,"Risk Assessment, SIEM, Incident Response, Cryptography, Network Security, Firewalls",8,M.Tech IT,AWS Certified Solutions Architect,Vulnerability Assessment,Cybersecurity Analyst
684,"HTML, CSS, MongoDB, JavaScript, Node.js, Responsive Design, Express, React",6,MCA,"Tableau Desktop Specialist, Oracle SQL Expert",E-commerce Frontend,Web Developer
685,"SIEM, Incident Response, Firewalls, Risk Assessment, Cryptography, Python, Network Security",7,M.Tech IT,TensorFlow Developer Certificate,Security Audit,Cybersecurity Analyst
686,"SQL, C++, System Design, Java, Git, Algorithms",2,B.E. Information Technology,TensorFlow Developer Certificate,"E-commerce Backend, Library Management System",Software Engineer
687,"PyTorch, Deep Learning, TensorFlow, Machine Learning, Computer Vision, NLP, Data Preprocessing",7,B.Sc Computer Science,"Google Data Analytics, Oracle SQL Expert, React Certification",Object Detection System,AI/ML Engineer
688,"Express, Node.js, React, Responsive Design, CSS",7,B.Sc Computer Science,"React Certification, Tableau Desktop Specialist, AWS Certified Solutions Architect","Portfolio Website, E-commerce Frontend",Web Developer
689,"iOS, React Native, Swift, Kotlin, Java",4,B.E. Information Technology,Certified Ethical Hacker,"Fitness Tracker, Chat Application",Mobile App Developer
690,"Network Security, SIEM, Firewalls, Incident Response, Python, Penetration Testing",5,B.E. Information Technology,"Microsoft Azure Fundamentals, Scrum Master",Security Audit,Cybersecurity Analyst
691,"NLP, PyTorch, Python, Machine Learning, Computer Vision, Data Preprocessing, TensorFlow, Deep Learning",8,B.E. Information Technology,React Certification,"Chatbot Development, Object Detection System",AI/ML Engineer
692,"Security, Data Modeling, Oracle, Database Tuning, SQL",3,M.Tech IT,DevOps Foundation,"Data Backup System, Database Optimization",Database Administrator
693,"Node.js, Express, HTML, React, MongoDB, Responsive Design",3,B.Sc Computer Science,"Google Data Analytics, AWS Certified Solutions Architect",E-commerce Frontend,Web Developer
694,"Scikit-learn, Data Visualization, SQL, Machine Learning, Python, Pandas, R",2,M.Tech IT,"Tableau Desktop Specialist, Google Data Analytics, React Certification",Sales Forecasting,Data Scientist
695,"NLP, PyTorch, Data Preprocessing, Deep Learning, Python, TensorFlow, Computer Vision",0,B.E. Information Technology,"Scrum Master, DevOps Foundation",Object Detection System,AI/ML Engineer
696,"Computer Vision, NLP, PyTorch, Deep Learning, Data Preprocessing, Machine Learning, TensorFlow, Python",2,M.Tech IT,React Certification,Chatbot Development,AI/ML Engineer
697,"HTML, JavaScript, CSS, Express, MongoDB, Responsive Design, React, Node.js",2,B.E. Information Technology,TensorFlow Developer Certificate,"Blog CMS, Portfolio Website",Web Developer
698,"MongoDB, Responsive Design, JavaScript, React, CSS",8,MCA,React Certification,Portfolio Website,Web Developer
699,"SQL, Backup and Recovery, Data Modeling, NoSQL, Security, Oracle, Database Tuning",0,B.Tech CSE,"TensorFlow Developer Certificate, Oracle SQL Expert, Tableau Desktop Specialist",Data Backup System,Database Administrator
700,"Google Cloud, Azure, Linux, Docker, Cloud Security, AWS, Terraform, Kubernetes",8,B.Sc Computer Science,React Certification,"Cloud Cost Optimization, Multi-cloud Deployment",Cloud Engineer
701,"Power BI, UML, Data Analysis, Stakeholder Communication, Tableau",5,M.Tech IT,"Microsoft Azure Fundamentals, TensorFlow Developer Certificate, React Certification",Sales Dashboard,Business Analyst
702,"Stakeholder Communication, Requirement Gathering, Tableau, Power BI, UML, SQL, Data Analysis, Excel",10,M.Tech IT,TensorFlow Developer Certificate,"Market Research Analysis, Product Requirement Doc",Business Analyst
703,"React, MongoDB, Responsive Design, HTML, Express, Node.js",0,M.Tech IT,"AWS Certified Solutions Architect, TensorFlow Developer Certificate, Certified Ethical Hacker",Portfolio Website,Web Developer
704,"Data Modeling, NoSQL, MySQL, Database Tuning, Backup and Recovery, Security, Oracle, SQL",5,M.Tech IT,"AWS Certified Solutions Architect, Microsoft Azure Fundamentals","Database Optimization, Data Backup System",Database Administrator
705,"Pandas, Machine Learning, Statistics, Python, Data Visualization, R, SQL, Scikit-learn",8,MCA,Google Data Analytics,Customer Segmentation,Data Scientist
706,"SIEM, Cryptography, Risk Assessment, Firewalls, Incident Response, Python, Penetration Testing",2,B.Tech CSE,"Oracle SQL Expert, Scrum Master, DevOps Foundation",Firewall Configuration,Cybersecurity Analyst
707,"SQL, Scikit-learn, R, Statistics, Data Visualization, Python, Pandas",7,MCA,"Oracle SQL Expert, TensorFlow Developer Certificate",Sentiment Analysis,Data Scientist
708,"Stakeholder Communication, SQL, Tableau, Power BI, Data Analysis",3,B.E. Information Technology,AWS Certified Solutions Architect,Sales Dashboard,Business Analyst
709,"Google Cloud, Docker, Kubernetes, Cloud Security, Terraform",0,B.E. Information Technology,DevOps Foundation,"Cloud Cost Optimization, Multi-cloud Deployment",Cloud Engineer
710,"Deep Learning, Computer Vision, Data Preprocessing, Python, Machine Learning, NLP, PyTorch",4,M.Tech IT,"Scrum Master, React Certification","Chatbot Development, Image Classification",AI/ML Engineer
711,"Deep Learning, Machine Learning, Data Preprocessing, Computer Vision, NLP, PyTorch",5,B.E. Information Technology,"Scrum Master, Tableau Desktop Specialist",Object Detection System,AI/ML Engineer
712,"Stakeholder Communication, SQL, UML, Data Analysis, Requirement Gathering, Power BI",9,B.E. Information Technology,"Certified Ethical Hacker, Scrum Master, DevOps Foundation","Sales Dashboard, Market Research Analysis",Business Analyst
713,"CSS, React, MongoDB, JavaScript, Express, Responsive Design, HTML, Node.js",5,B.Tech CSE,"Certified Ethical Hacker, Scrum Master",Blog CMS,Web Developer
714,"Kubernetes, Terraform, Docker, Ansible, Monitoring Tools",10,MCA,"Oracle SQL Expert, AWS Certified Solutions Architect, Scrum Master",CI/CD Pipeline Setup,DevOps Engineer
715,"Google Cloud, Azure, Cloud Security, Kubernetes, AWS, Terraform, Docker",7,MCA,"Oracle SQL Expert, Certified Ethical Hacker, Tableau Desktop Specialist",Serverless Architecture,Cloud Engineer
716,"System Design, SQL, Algorithms, Python, Git, C++",10,M.Tech IT,AWS Certified Solutions Architect,"E-commerce Backend, REST API Development",Software Engineer
717,"Statistics, R, Pandas, Data Visualization, Scikit-learn, Machine Learning, Python, SQL",9,B.Sc Computer Science,"Oracle SQL Expert, React Certification, Tableau Desktop Specialist","Customer Segmentation, Sales Forecasting",Data Scientist
718,"Python, SQL, Git, System Design, Algorithms, Java, C++",7,B.Sc Computer Science,"Oracle SQL Expert, Tableau Desktop Specialist, Certified Ethical Hacker","REST API Development, E-commerce Backend",Software Engineer
719,"Database Tuning, MySQL, SQL, NoSQL, Oracle, Backup and Recovery, Security, Data Modeling",2,B.Tech CSE,Certified Ethical Hacker,Database Optimization,Database Administrator
720,"SQL, MySQL, Database Tuning, Oracle, NoSQL, Security, Data Modeling, Backup and Recovery",5,B.Tech CSE,"Tableau Desktop Specialist, Google Data Analytics","Data Backup System, Inventory DB Design",Database Administrator
721,"Linux, Terraform, Google Cloud, AWS, Azure",1,B.E. Information Technology,"AWS Certified Solutions Architect, React Certification","Cloud Cost Optimization, Multi-cloud Deployment",Cloud Engineer
722,"Python, Data Preprocessing, Computer Vision, NLP, PyTorch, Deep Learning, TensorFlow",3,B.Tech CSE,"Certified Ethical Hacker, Microsoft Azure Fundamentals, Oracle SQL Expert","Image Classification, Object Detection System",AI/ML Engineer
723,"Java, Kotlin, Swift, Flutter, iOS, Android, UI/UX Design",8,B.Sc Computer Science,"Oracle SQL Expert, Google Data Analytics",Fitness Tracker,Mobile App Developer
724,"Data Analysis, Excel, Stakeholder Communication, Tableau, Requirement Gathering, SQL, Power BI, UML",5,MCA,"Microsoft Azure Fundamentals, Scrum Master, Google Data Analytics","Market Research Analysis, Sales Dashboard",Business Analyst
725,"SQL, UML, Data Analysis, Stakeholder Communication, Requirement Gathering, Power BI, Excel",9,B.E. Information Technology,"DevOps Foundation, Scrum Master, React Certification","Product Requirement Doc, Market Research Analysis",Business Analyst
726,"Data Preprocessing, Deep Learning, TensorFlow, Python, PyTorch, NLP, Computer Vision",1,B.Tech CSE,"Tableau Desktop Specialist, Oracle SQL Expert","Object Detection System, Chatbot Development",AI/ML Engineer
727,"SQL, Git, C++, Data Structures, Java, Python",2,M.Tech IT,Microsoft Azure Fundamentals,"E-commerce Backend, Library Management System",Software Engineer
728,"Ansible, Monitoring Tools, AWS, Terraform, Kubernetes, Docker, Linux",1,B.Tech CSE,"Google Data Analytics, Tableau Desktop Specialist",Kubernetes Cluster Deployment,DevOps Engineer
729,"Excel, Data Analysis, Tableau, SQL, Power BI, Requirement Gathering, Stakeholder Communication",10,MCA,"Scrum Master, Google Data Analytics",Market Research Analysis,Business Analyst
730,"Data Visualization, Statistics, Pandas, SQL, Python, Scikit-learn, Machine Learning",6,MCA,"Scrum Master, React Certification","Sentiment Analysis, Customer Segmentation",Data Scientist
731,"Kotlin, React Native, iOS, UI/UX Design, Swift, Java",5,B.Tech CSE,"Google Data Analytics, AWS Certified Solutions Architect","ToDo App, Chat Application",Mobile App Developer
732,"Linux, Kubernetes, Ansible, Monitoring Tools, Terraform, Docker, AWS",5,M.Tech IT,"Tableau Desktop Specialist, AWS Certified Solutions Architect, Google Data Analytics",Infrastructure Automation,DevOps Engineer
733,"Linux, Terraform, Google Cloud, AWS, Docker",3,B.E. Information Technology,"Certified Ethical Hacker, Google Data Analytics, TensorFlow Developer Certificate","Multi-cloud Deployment, Serverless Architecture",Cloud Engineer
